IMU_MODE,IMU_STATUS1,IMU_STATUS2,X_DEL_VEL,Y_DEL_VEL,Z_DEL_VEL,X_DEL_ANG,Y_DEL_ANG,Z_DEL_ANG,VN,VE,VD,ROLL,PITCH,HEADING,LAT,LON,ALT,IMU_MODE_cnt,IMU_Bit
0,7,-32747,-0.000856788182258606,0.0978883473157883,0.00277193291187286,-1.15111470222473E-06,-4.38885763287544E-07,2.63680703938007E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.000884402775764465,0.0979135002136231,0.00276364399194717,2.1420419216156E-07,-3.4775584936142E-06,-2.27103009819984E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,7,-32747,-0.000811106014251709,0.0979168566584587,0.00276765446662903,-4.97326254844666E-07,-9.6810981631279E-07,2.66428105533123E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.000812523078918457,0.0979162889242172,0.00278985060453415,-3.5436823964119E-06,6.9011002779007E-07,-2.09943391382694E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,7,-32747,-0.000788537442684174,0.0979114972472191,0.0027651428103447,-3.89665365219116E-06,1.72597356140614E-06,1.52457505464554E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.000880878281593323,0.097923169863224,0.00279956113100052,-2.25193798542023E-06,2.04890966415405E-07,2.89431773126125E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,7,-32747,-0.000820671200752258,0.0979148945689201,0.00281827819347382,3.65078449249268E-07,-1.71829015016556E-07,-3.41539271175861E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.000862474608421326,0.097954113650322,0.00283376598358154,-1.42771750688553E-06,-2.94228084385395E-06,1.66753306984901E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,7,-32747,-0.000751861810684204,0.0979445666313171,0.00276173640489578,-3.80072742700577E-06,6.00703060626984E-07,3.7066638469696E-07,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.000826393961906433,0.098000050163269,0.00280375782251358,1.98371708393097E-07,2.77021899819374E-06,-1.4258548617363E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,7,-32747,-0.000842672038078308,0.0978932797908783,0.00279254847764969,1.0048970580101E-06,-3.57627868652344E-07,1.7867423593998E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.000732654225826264,0.0978834648013115,0.00276188628673553,-6.63101673126221E-07,2.16346234083176E-06,-2.79070809483528E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,7,-32747,-0.000826648306846619,0.09793130890131,0.00272748159170151,-9.21078026294708E-07,-1.07777304947376E-06,1.18603929877281E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.0007711057305336,0.0978728141069412,0.00271126255989075,3.02586704492569E-06,4.77302819490433E-06,-3.19024547934532E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,7,-32747,-0.000807499766349792,0.0979153124213219,0.00270881903171539,-3.03424894809723E-06,-2.57021747529507E-06,-9.88366082310677E-07,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.000827220582962036,0.0978837418556213,0.00280618772506714,-2.40840017795563E-06,1.04284845292568E-06,7.67642632126808E-07,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,7,-32747,-0.000914483606815338,0.0979474961400032,0.00277993115186691,-8.20495188236237E-07,1.09174288809299E-06,-1.40792690217495E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.000809139382839203,0.0978933342933655,0.00274472708702087,2.70083546638489E-07,-4.41679731011391E-06,1.72597356140614E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,7,-32747,-0.0008079993724823,0.0979389029145241,0.00272928471565247,-1.00582838058472E-07,1.41956843435764E-06,-3.6824494600296E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.000800091969966888,0.0978903820753098,0.00272371637821198,-3.020279109478E-06,-7.20145180821419E-07,2.90852040052414E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,7,-32747,-0.000860880410671234,0.0979147673964501,0.0027920942902565,-2.33761966228485E-07,7.5693242251873E-07,-8.44011083245277E-07,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.000917585706710815,0.0978999290943146,0.0027932343006134,3.06125730276108E-06,1.72480940818787E-06,2.62120738625526E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,7,-32747,-0.000842962718009949,0.0979013824939728,0.00273825037479401,2.95508652925491E-06,3.52854840457439E-06,3.79513949155808E-08,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.000871426641941071,0.0979058834910393,0.00278640786409378,-3.61166894435883E-06,-1.94669701159E-06,1.38068571686745E-07,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,7,-32747,-0.000757957005500793,0.0978672321438789,0.00275143543481827,-1.19395554065704E-06,-2.15065665543079E-06,-1.30198895931244E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.000848181331157684,0.0979679845333099,0.00277972222566605,-1.27498060464859E-06,-3.19676473736763E-07,4.77302819490433E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,7,-32747,-0.000816928696632385,0.0979205219507217,0.00275013191699982,-3.91528010368347E-06,3.82889993488789E-06,-2.95764766633511E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.000832089471817017,0.0979151262044907,0.00274206100702286,-3.41981649398804E-06,3.21841798722744E-06,-1.47474929690361E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,7,-32747,-0.000767594861984253,0.0978995475769043,0.00271421477794647,-2.91503965854645E-06,6.18631020188332E-07,-1.58324837684631E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
0,5,-32747,-0.000804243242740631,0.0979018730163574,0.0027404713511467,-2.08523124456406E-06,-2.41771340370178E-06,4.68245707452297E-06,0,0,-1.5,45.0013733329264,0,0,90,-90.0000000419095,0,2560,2560,
